Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
COMMUNICATION,4.3,298,Varies with device,Free,0.0,Teen,Communication,276
FAMILY,3.9,1985,0.1-10MB,Free,0.0,Everyone,Puzzle,244
BUSINESS,3.9,45964,10.1-20MB,Free,0.0,Everyone,Business,44
SHOPPING,4.3,1,0.1-10MB,Free,0.0,Everyone,Shopping,228
GAME,4.6,214878,0.1-10MB,Free,0.0,Everyone,Board,28
COMMUNICATION,4.3,12842860,Varies with device,Free,0.0,Everyone,Communication,29
WEATHER,4.4,2371543,10.1-20MB,Free,0.0,Everyone,Weather,88
FAMILY,4.0,328619,10.1-20MB,Free,0.0,Everyone,Casual;Creativity,329
PRODUCTIVITY,4.5,176873,0.1-10MB,Free,0.0,Everyone,Productivity,305
TOOLS,4.3,618918,Varies with device,Free,0.0,Everyone,Tools,34
GAME,4.7,1125438,20.1-30MB,Free,0.0,Everyone,Puzzle,45
BOOKS_AND_REFERENCE,4.5,155446,Varies with device,Free,0.0,Teen,Books & Reference,128
PRODUCTIVITY,4.7,17955,0.1-10MB,Free,0.0,Everyone,Productivity,100
SPORTS,4.3,6,10.1-20MB,Free,0.0,Everyone,Sports,309
FAMILY,4.1,58104,10.1-20MB,Free,0.0,Teen,Entertainment,57
MEDICAL,4.4,578,0.1-10MB,Paid,0.99,Everyone,Medical,1370
PERSONALIZATION,4.6,649568,20.1-30MB,Free,0.0,Everyone,Personalization,30
TOOLS,4.5,569727,Varies with device,Free,0.0,Everyone,Tools,301
WEATHER,3.5,2000,10.1-20MB,Free,0.0,Everyone,Weather,31
FINANCE,4.4,7731,20.1-30MB,Free,0.0,Everyone,Finance,29
PARENTING,4.0,464,20.1-30MB,Free,0.0,Everyone,Parenting,25
FINANCE,4.4,21570,20.1-30MB,Free,0.0,Everyone,Finance,73
TOOLS,4.0,41137,0.1-10MB,Free,0.0,Everyone,Tools,289
FAMILY,4.2,116,0.1-10MB,Free,0.0,Everyone,Education,354
FAMILY,4.3,32405,40.1-50MB,Free,0.0,Everyone,Casual,1352
PRODUCTIVITY,4.0,9,0.1-10MB,Free,0.0,Everyone,Productivity,1198
FAMILY,4.5,623,40.1-50MB,Paid,0.99,Everyone,Simulation,90
FAMILY,3.7,56,0.1-10MB,Free,0.0,Everyone,Education,1276
TRAVEL_AND_LOCAL,4.3,15209,Varies with device,Paid,8.99,Everyone,Travel & Local,30
TOOLS,4.5,648380,20.1-30MB,Free,0.0,Everyone,Tools,30
EDUCATION,4.7,21,40.1-50MB,Paid,5.99,Everyone,Education;Education,406
SPORTS,4.6,37167,Varies with device,Free,0.0,Everyone,Sports,32
COMMUNICATION,4.3,2,10.1-20MB,Free,0.0,Everyone,Communication,255
FAMILY,3.8,7462,30.1-40MB,Free,0.0,Everyone,Education;Music & Video,196
SOCIAL,4.3,38826,0.1-10MB,Free,0.0,Everyone,Social,24
GAME,4.2,7699,80.1-90MB,Free,0.0,Mature 17+,Action,547
GAME,4.3,331692,Varies with device,Free,0.0,Everyone,Racing,157
GAME,4.0,119368,10.1-20MB,Free,0.0,Teen,Action,556
BOOKS_AND_REFERENCE,4.6,4620,10.1-20MB,Free,0.0,Everyone,Books & Reference,281
TRAVEL_AND_LOCAL,3.2,86,30.1-40MB,Free,0.0,Everyone,Travel & Local,106
TOOLS,4.3,3,10.1-20MB,Free,0.0,Everyone,Tools,308
SPORTS,4.2,277902,Varies with device,Free,0.0,Mature 17+,Sports,29
FINANCE,4.3,659760,40.1-50MB,Free,0.0,Everyone,Finance,44
SPORTS,4.1,10,0.1-10MB,Free,0.0,Everyone,Sports,1656
FAMILY,4.3,0,0.1-10MB,Free,0.0,Teen,Puzzle,116
LIFESTYLE,4.4,133,10.1-20MB,Free,0.0,Everyone,Lifestyle,90
FINANCE,5.0,4,0.1-10MB,Free,0.0,Everyone,Finance,34
GAME,3.8,4116,0.1-10MB,Free,0.0,Everyone,Action,1095
FAMILY,3.8,302,0.1-10MB,Free,0.0,Everyone,Puzzle;Brain Games,352
TOOLS,4.3,0,0.1-10MB,Free,0.0,Everyone,Tools,85
MEDICAL,4.2,33033,0.1-10MB,Free,0.0,Everyone,Medical,38
SPORTS,4.2,521138,Varies with device,Free,0.0,Everyone 10+,Sports,43
BOOKS_AND_REFERENCE,4.6,3234,80.1-90MB,Free,0.0,Everyone,Books & Reference,248
SPORTS,4.5,117,0.1-10MB,Paid,0.99,Everyone,Sports,568
TRAVEL_AND_LOCAL,4.4,1162837,Varies with device,Free,0.0,Everyone,Travel & Local,27
TOOLS,4.3,37,0.1-10MB,Free,0.0,Everyone,Tools,1204
PRODUCTIVITY,4.2,41,10.1-20MB,Free,0.0,Everyone,Productivity,30
FINANCE,4.3,30,10.1-20MB,Free,0.0,Everyone,Finance,80
GAME,3.6,120852,20.1-30MB,Free,0.0,Teen,Action,311
FAMILY,4.5,4656,10.1-20MB,Paid,2.99,Everyone 10+,Strategy,266
SPORTS,5.0,1,0.1-10MB,Free,0.0,Everyone,Sports,1193
NEWS_AND_MAGAZINES,4.1,190888,10.1-20MB,Free,0.0,Teen,News & Magazines,49
PERSONALIZATION,4.7,25,40.1-50MB,Paid,0.99,Everyone,Personalization,1268
FAMILY,3.8,6,20.1-30MB,Free,0.0,Everyone,Entertainment,224
GAME,4.1,55380,30.1-40MB,Free,0.0,Everyone,Action,38
WEATHER,4.2,18425,0.1-10MB,Free,0.0,Everyone,Weather,398
FOOD_AND_DRINK,4.0,292969,10.1-20MB,Free,0.0,Everyone,Food & Drink,32
VIDEO_PLAYERS,3.3,1261,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,1401
FAMILY,4.3,8,10.1-20MB,Free,0.0,Everyone,Casual,201
SOCIAL,4.3,3,0.1-10MB,Free,0.0,Everyone,Social,408
PRODUCTIVITY,4.2,30291,Varies with device,Free,0.0,Everyone,Productivity,94
SPORTS,4.7,25172,20.1-30MB,Free,0.0,Everyone,Sports,100
SPORTS,4.3,63580,20.1-30MB,Free,0.0,Everyone,Sports,42
BUSINESS,3.4,91,0.1-10MB,Free,0.0,Everyone,Business,164
GAME,4.4,460,30.1-40MB,Free,0.0,Everyone,Trivia,69
GAME,4.4,37023,30.1-40MB,Free,0.0,Everyone,Casual,56
GAME,4.4,17988,0.1-10MB,Paid,4.99,Teen,Adventure,37
FAMILY,4.4,1275373,90.1-100MB,Free,0.0,Teen,Role Playing,59
MAPS_AND_NAVIGATION,4.6,7314,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,358
PERSONALIZATION,4.1,324,0.1-10MB,Paid,6.99,Everyone,Personalization,376
FAMILY,3.8,110,20.1-30MB,Free,0.0,Everyone,Simulation,495
BUSINESS,4.6,20,10.1-20MB,Free,0.0,Everyone,Business,323
FAMILY,4.3,0,10.1-20MB,Paid,1.99,Everyone,Education,692
SOCIAL,4.3,1157004,30.1-40MB,Free,0.0,Everyone,Social,319
GAME,4.4,475369,10.1-20MB,Free,0.0,Everyone,Racing,178
FINANCE,4.3,90,10.1-20MB,Free,0.0,Everyone,Finance,93
PRODUCTIVITY,1.0,1,0.1-10MB,Free,0.0,Everyone,Productivity,169
GAME,4.4,3941129,70.1-80MB,Free,0.0,Teen,Action,46
NEWS_AND_MAGAZINES,4.3,0,0.1-10MB,Free,0.0,Everyone,News & Magazines,83
FOOD_AND_DRINK,3.8,21381,40.1-50MB,Free,0.0,Everyone,Food & Drink,38
FAMILY,3.8,91645,30.1-40MB,Free,0.0,Teen,Simulation,115
SOCIAL,4.3,2,0.1-10MB,Free,0.0,Everyone,Social,296
LIFESTYLE,3.5,28,0.1-10MB,Free,0.0,Everyone,Lifestyle,951
NEWS_AND_MAGAZINES,3.8,18818,Varies with device,Free,0.0,Everyone 10+,News & Magazines,66
FAMILY,4.3,5,0.1-10MB,Free,0.0,Everyone,Entertainment,579
TOOLS,4.2,928,0.1-10MB,Paid,1.99,Everyone,Tools,1625
TOOLS,3.9,114,10.1-20MB,Free,0.0,Everyone,Tools,168
PHOTOGRAPHY,4.3,1871421,Varies with device,Free,0.0,Everyone,Photography,253
MEDICAL,4.5,18,10.1-20MB,Free,0.0,Everyone,Medical,168
BUSINESS,4.4,21,20.1-30MB,Free,0.0,Everyone,Business,37
PERSONALIZATION,4.3,0,0.1-10MB,Free,0.0,Everyone,Personalization,165
PHOTOGRAPHY,4.2,93726,0.1-10MB,Free,0.0,Everyone,Photography,54
GAME,4.6,100609,50.1-60MB,Free,0.0,Teen,Action,46
FINANCE,4.0,44545,Varies with device,Free,0.0,Everyone,Finance,31
GAME,4.3,5682,30.1-40MB,Paid,1.99,Everyone,Arcade,547
FAMILY,4.3,0,0.1-10MB,Paid,1.04,Everyone,Puzzle,2398
LIFESTYLE,2.8,405,20.1-30MB,Free,0.0,Everyone,Lifestyle,70
PERSONALIZATION,4.6,26,0.1-10MB,Paid,2.49,Everyone,Personalization,271
FAMILY,3.9,11,10.1-20MB,Free,0.0,Everyone,Entertainment,213
PHOTOGRAPHY,4.3,28578,20.1-30MB,Free,0.0,Everyone,Photography,34
NEWS_AND_MAGAZINES,4.3,0,0.1-10MB,Free,0.0,Teen,News & Magazines,141
FAMILY,4.3,26224,40.1-50MB,Free,0.0,Everyone,Simulation,489
SPORTS,4.0,11085,60.1-70MB,Free,0.0,Everyone,Sports,71
LIFESTYLE,4.8,10,10.1-20MB,Free,0.0,Everyone,Lifestyle,225
GAME,4.0,30008,90.1-100MB,Free,0.0,Mature 17+,Racing,519
FAMILY,4.3,2282,20.1-30MB,Free,0.0,Everyone,Simulation,192
HOUSE_AND_HOME,4.5,417907,30.1-40MB,Free,0.0,Everyone,House & Home,30
ART_AND_DESIGN,4.3,845,0.1-10MB,Free,0.0,Everyone,Art & Design,95
TRAVEL_AND_LOCAL,3.9,58,20.1-30MB,Free,0.0,Everyone,Travel & Local,672
PRODUCTIVITY,4.3,0,0.1-10MB,Free,0.0,Everyone,Productivity,43
MEDICAL,4.9,57,0.1-10MB,Free,0.0,Everyone,Medical,1024
PRODUCTIVITY,4.0,736,0.1-10MB,Free,0.0,Everyone,Productivity,211
TOOLS,4.1,41,0.1-10MB,Free,0.0,Everyone,Tools,1862
PRODUCTIVITY,4.4,253,0.1-10MB,Free,0.0,Everyone,Productivity,31
FAMILY,4.4,591411,10.1-20MB,Free,0.0,Teen,Entertainment,472
LIFESTYLE,4.3,1,0.1-10MB,Free,0.0,Everyone,Lifestyle,64
FINANCE,4.6,23130,40.1-50MB,Free,0.0,Everyone,Finance,50
GAME,3.2,655,10.1-20MB,Free,0.0,Teen,Action,835
EDUCATION,4.1,2363,0.1-10MB,Free,0.0,Everyone,Education,652
TOOLS,4.5,101738,0.1-10MB,Free,0.0,Everyone,Tools,36
VIDEO_PLAYERS,3.5,3484,40.1-50MB,Free,0.0,Everyone,Video Players & Editors,256
GAME,4.3,18277,10.1-20MB,Free,0.0,Teen,Arcade,900
COMMUNICATION,3.7,21,10.1-20MB,Paid,0.99,Everyone,Communication,32
TRAVEL_AND_LOCAL,4.1,46,10.1-20MB,Free,0.0,Everyone,Travel & Local,597
FAMILY,4.1,29978,Varies with device,Free,0.0,Everyone,Education,379
EDUCATION,4.7,6290507,Varies with device,Free,0.0,Everyone,Education;Education,30
MEDICAL,5.0,5,10.1-20MB,Free,0.0,Everyone,Medical,223
HOUSE_AND_HOME,4.4,137,10.1-20MB,Free,0.0,Everyone,House & Home,45
SPORTS,4.0,135763,10.1-20MB,Free,0.0,Everyone,Sports,29
DATING,4.0,738,20.1-30MB,Free,0.0,Mature 17+,Dating,30
SHOPPING,4.5,35497,10.1-20MB,Free,0.0,Everyone,Shopping,51
COMMUNICATION,4.1,255,0.1-10MB,Free,0.0,Everyone,Communication,507
FAMILY,3.8,5964,40.1-50MB,Free,0.0,Teen,Role Playing,1330
TOOLS,4.5,12759663,10.1-20MB,Free,0.0,Everyone,Tools,37
FINANCE,4.5,19870,0.1-10MB,Free,0.0,Everyone,Finance,38
PERSONALIZATION,5.0,4,0.1-10MB,Free,0.0,Everyone,Personalization,129
TOOLS,4.4,875,0.1-10MB,Free,0.0,Everyone,Tools,243
VIDEO_PLAYERS,3.6,5639,Varies with device,Free,0.0,Everyone,Video Players & Editors,141
HEALTH_AND_FITNESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Health & Fitness,53
SOCIAL,4.3,344921,Varies with device,Free,0.0,Everyone,Social,85
PRODUCTIVITY,4.6,2401017,Varies with device,Free,0.0,Everyone,Productivity,65
GAME,4.7,466495,50.1-60MB,Free,0.0,Teen,Card,46
HEALTH_AND_FITNESS,4.5,93691,Varies with device,Free,0.0,Everyone,Health & Fitness,57
TOOLS,3.9,14552,10.1-20MB,Free,0.0,Everyone,Tools,31
FAMILY,4.5,5761,20.1-30MB,Free,0.0,Everyone,Casual;Brain Games,58
FAMILY,3.9,11,20.1-30MB,Paid,4.99,Everyone,Education,41
PRODUCTIVITY,4.2,60840,0.1-10MB,Free,0.0,Everyone,Productivity,92
PRODUCTIVITY,4.4,56713,20.1-30MB,Free,0.0,Everyone,Productivity,57
GAME,4.2,16876,50.1-60MB,Free,0.0,Teen,Trivia,64
TRAVEL_AND_LOCAL,4.4,57573,Varies with device,Free,0.0,Everyone,Travel & Local,31
MEDICAL,5.0,3,50.1-60MB,Free,0.0,Everyone,Medical,49
FAMILY,4.3,3,20.1-30MB,Free,0.0,Everyone,Education,67
DATING,4.4,59,30.1-40MB,Free,0.0,Everyone,Dating,43
NEWS_AND_MAGAZINES,4.3,1,0.1-10MB,Free,0.0,Everyone,News & Magazines,1143
BOOKS_AND_REFERENCE,4.3,9,10.1-20MB,Free,0.0,Everyone,Books & Reference,165
GAME,4.3,1218055,40.1-50MB,Free,0.0,Everyone,Arcade,98
SOCIAL,4.3,8595964,Varies with device,Free,0.0,Teen,Social,30
EDUCATION,4.2,40209,Varies with device,Free,0.0,Everyone,Education,99
FAMILY,4.3,0,70.1-80MB,Paid,1.99,Everyone,Educational;Pretend Play,218
FAMILY,5.0,1,0.1-10MB,Free,0.0,Everyone,Education,67
FAMILY,4.0,8126,60.1-70MB,Free,0.0,Everyone,Entertainment;Brain Games,31
LIFESTYLE,4.1,10067,Varies with device,Free,0.0,Everyone,Lifestyle,267
HEALTH_AND_FITNESS,4.3,2,Varies with device,Free,0.0,Everyone,Health & Fitness,311
HEALTH_AND_FITNESS,2.9,4031,0.1-10MB,Free,0.0,Everyone,Health & Fitness,77
NEWS_AND_MAGAZINES,4.5,322,30.1-40MB,Free,0.0,Everyone,News & Magazines,66
PHOTOGRAPHY,4.4,3156484,50.1-60MB,Free,0.0,Everyone,Photography,31
TRAVEL_AND_LOCAL,4.3,0,80.1-90MB,Free,0.0,Everyone,Travel & Local,62
SOCIAL,4.4,900064,10.1-20MB,Free,0.0,Mature 17+,Social,31
MAPS_AND_NAVIGATION,4.0,119685,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,60
FAMILY,3.8,4,50.1-60MB,Paid,2.99,Everyone,Educational,734
SOCIAL,4.3,3781770,Varies with device,Free,0.0,Mature 17+,Social,29
VIDEO_PLAYERS,4.1,64,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,102
FAMILY,4.1,78142,10.1-20MB,Free,0.0,Everyone,Strategy,1105
SHOPPING,3.9,671,0.1-10MB,Free,0.0,Everyone,Shopping,39
TOOLS,4.4,166363,0.1-10MB,Free,0.0,Everyone,Tools,98
MEDICAL,4.5,408,50.1-60MB,Free,0.0,Everyone,Medical,160
SHOPPING,4.2,106798,20.1-30MB,Free,0.0,Everyone,Shopping,39
DATING,3.5,13204,0.1-10MB,Free,0.0,Mature 17+,Dating,55
GAME,4.3,13788,50.1-60MB,Free,0.0,Everyone,Arcade,517
GAME,4.7,21,0.1-10MB,Free,0.0,Everyone,Arcade,427
LIFESTYLE,4.5,13,20.1-30MB,Free,0.0,Everyone,Lifestyle,479
COMMUNICATION,4.2,781810,Varies with device,Free,0.0,Everyone,Communication,30
BEAUTY,4.6,38,0.1-10MB,Free,0.0,Everyone,Beauty,94
SPORTS,4.4,232423,30.1-40MB,Free,0.0,Everyone,Sports,81
BOOKS_AND_REFERENCE,4.3,4,10.1-20MB,Free,0.0,Everyone,Books & Reference,208
PHOTOGRAPHY,4.3,0,0.1-10MB,Paid,2.0,Everyone,Photography,124
HEALTH_AND_FITNESS,4.6,251534,90.1-100MB,Free,0.0,Everyone,Health & Fitness,44
TOOLS,4.3,2,40.1-50MB,Free,0.0,Everyone,Tools,259
BOOKS_AND_REFERENCE,4.7,1201,0.1-10MB,Free,0.0,Everyone,Books & Reference,1164
EVENTS,4.7,30,Varies with device,Free,0.0,Teen,Events,100
SOCIAL,4.4,214,0.1-10MB,Free,0.0,Teen,Social,677
FAMILY,4.6,1764,0.1-10MB,Paid,3.99,Everyone 10+,Strategy,800
FINANCE,3.7,120,30.1-40MB,Free,0.0,Everyone,Finance,312
FAMILY,4.6,11480,90.1-100MB,Free,0.0,Everyone,Simulation,98
GAME,4.1,7904,20.1-30MB,Free,0.0,Everyone 10+,Action,674
GAME,3.8,10,30.1-40MB,Free,0.0,Mature 17+,Word,878
GAME,4.1,4107,30.1-40MB,Paid,4.99,Everyone,Adventure,1142
BOOKS_AND_REFERENCE,4.6,7,10.1-20MB,Free,0.0,Everyone,Books & Reference,165
BUSINESS,4.2,159872,Varies with device,Free,0.0,Everyone,Business,31
BEAUTY,4.3,654,0.1-10MB,Free,0.0,Teen,Beauty,45
SOCIAL,4.8,1264084,60.1-70MB,Free,0.0,Teen,Social,24
BOOKS_AND_REFERENCE,4.6,899010,Varies with device,Free,0.0,Everyone,Books & Reference,32
FAMILY,4.3,0,0.1-10MB,Free,0.0,Everyone,Entertainment,220
NEWS_AND_MAGAZINES,4.2,2318,0.1-10MB,Free,0.0,Everyone,News & Magazines,1357
TRAVEL_AND_LOCAL,4.4,17878,20.1-30MB,Free,0.0,Everyone,Travel & Local,46
FAMILY,5.0,1,10.1-20MB,Free,0.0,Everyone,Education,29
PRODUCTIVITY,4.6,1488396,Varies with device,Free,0.0,Everyone,Productivity,28
SOCIAL,4.0,479909,10.1-20MB,Free,0.0,Mature 17+,Social,53
GAME,4.2,156862,60.1-70MB,Free,0.0,Everyone 10+,Action,31
PERSONALIZATION,4.4,1591,0.1-10MB,Paid,0.99,Everyone,Personalization,1332
FAMILY,4.8,12137,60.1-70MB,Free,0.0,Everyone 10+,Simulation;Pretend Play,25
DATING,3.7,101,10.1-20MB,Free,0.0,Mature 17+,Dating,38
LIFESTYLE,4.3,2,0.1-10MB,Free,0.0,Everyone,Lifestyle,65
HEALTH_AND_FITNESS,4.8,220125,10.1-20MB,Free,0.0,Everyone,Health & Fitness,31
LIFESTYLE,4.6,10484,0.1-10MB,Free,0.0,Everyone,Lifestyle,83
TOOLS,3.4,16,0.1-10MB,Free,0.0,Everyone,Tools,24
FAMILY,4.3,139545,60.1-70MB,Free,0.0,Everyone,Racing;Action & Adventure,213
GAME,4.5,184210,90.1-100MB,Free,0.0,Everyone,Action,32
PERSONALIZATION,4.2,28806,0.1-10MB,Free,0.0,Everyone,Personalization,101
LIFESTYLE,2.8,1189,10.1-20MB,Free,0.0,Everyone,Lifestyle,65
SOCIAL,4.4,900064,10.1-20MB,Free,0.0,Mature 17+,Social,31
FAMILY,3.9,536,0.1-10MB,Free,0.0,Everyone,Casual,430
PHOTOGRAPHY,4.5,823109,Varies with device,Free,0.0,Everyone,Photography,63
GAME,4.2,5829,60.1-70MB,Free,0.0,Teen,Strategy,36
GAME,4.4,327599,60.1-70MB,Free,0.0,Teen,Action,399
TOOLS,3.3,236,0.1-10MB,Free,0.0,Everyone,Tools,2537
LIFESTYLE,4.3,206,30.1-40MB,Paid,4.99,Everyone,Lifestyle,201
FINANCE,3.4,42497,60.1-70MB,Free,0.0,Teen,Finance,60
FINANCE,4.2,24980,0.1-10MB,Free,0.0,Everyone,Finance,46
GAME,3.9,172281,40.1-50MB,Free,0.0,Everyone,Word,30
COMMUNICATION,4.4,32254,0.1-10MB,Free,0.0,Everyone,Communication,270
HEALTH_AND_FITNESS,4.5,1886,0.1-10MB,Free,0.0,Everyone,Health & Fitness,801
BUSINESS,4.3,4,0.1-10MB,Free,0.0,Everyone,Business,108
EVENTS,4.0,9,0.1-10MB,Free,0.0,Everyone,Events,254
FAMILY,4.0,248,20.1-30MB,Paid,2.99,Everyone,Board;Action & Adventure,38
FAMILY,3.6,5,0.1-10MB,Free,0.0,Everyone,Education,59
FAMILY,5.0,1,50.1-60MB,Free,0.0,Everyone,Entertainment,99
GAME,4.3,10485308,20.1-30MB,Free,0.0,Everyone,Casual,98
FAMILY,4.4,765,50.1-60MB,Free,0.0,Everyone,Education;Action & Adventure,589
LIFESTYLE,4.3,0,0.1-10MB,Free,0.0,Everyone,Lifestyle,97
SHOPPING,4.2,182,0.1-10MB,Free,0.0,Everyone,Shopping,28
PRODUCTIVITY,4.3,496397,Varies with device,Free,0.0,Everyone,Productivity,25
PRODUCTIVITY,4.6,20,Varies with device,Free,0.0,Everyone,Productivity,60
TOOLS,4.1,8137,0.1-10MB,Free,0.0,Everyone,Tools,187
TOOLS,1.7,10,20.1-30MB,Free,0.0,Everyone,Tools,269
BUSINESS,4.3,1,20.1-30MB,Free,0.0,Everyone,Business,239
SHOPPING,4.5,32014,10.1-20MB,Free,0.0,Everyone,Shopping,28
GAME,4.4,74673,10.1-20MB,Free,0.0,Everyone,Casual,56
HEALTH_AND_FITNESS,4.1,27501,0.1-10MB,Free,0.0,Everyone,Health & Fitness,238
TRAVEL_AND_LOCAL,3.6,32862,10.1-20MB,Free,0.0,Everyone,Travel & Local,633
GAME,4.6,7672495,Varies with device,Free,0.0,Mature 17+,Action,29
BUSINESS,4.6,770,0.1-10MB,Free,0.0,Everyone,Business,28
TOOLS,4.3,5,20.1-30MB,Free,0.0,Everyone,Tools,127
FAMILY,4.3,143087,60.1-70MB,Free,0.0,Everyone 10+,Role Playing,50
FINANCE,3.7,36718,Varies with device,Free,0.0,Everyone,Finance,46
MEDICAL,4.4,163,30.1-40MB,Free,0.0,Everyone,Medical,63
BUSINESS,4.1,294,0.1-10MB,Free,0.0,Everyone,Business,57
SPORTS,3.6,28,40.1-50MB,Paid,2.99,Everyone,Sports,521
DATING,2.5,5377,10.1-20MB,Free,0.0,Mature 17+,Dating,31
FINANCE,4.5,853,20.1-30MB,Free,0.0,Everyone,Finance,50
BUSINESS,4.5,176,10.1-20MB,Free,0.0,Everyone,Business,675
SHOPPING,4.3,31,30.1-40MB,Free,0.0,Everyone,Shopping,387
MEDICAL,4.1,21,10.1-20MB,Free,0.0,Everyone,Medical,81
SHOPPING,4.3,0,0.1-10MB,Free,0.0,Everyone,Shopping,304
SHOPPING,3.7,192,30.1-40MB,Free,0.0,Everyone,Shopping,28
BOOKS_AND_REFERENCE,4.5,197,0.1-10MB,Free,0.0,Everyone,Books & Reference,605
DATING,3.3,149,10.1-20MB,Free,0.0,Mature 17+,Dating,31
BUSINESS,3.4,24,Varies with device,Free,0.0,Everyone,Business,151
TOOLS,3.2,4908,30.1-40MB,Free,0.0,Everyone,Tools,100
PERSONALIZATION,4.2,322,0.1-10MB,Free,0.0,Everyone,Personalization,459
DATING,4.1,15081,30.1-40MB,Free,0.0,Mature 17+,Dating,36
GAME,4.1,164,10.1-20MB,Free,0.0,Everyone,Action,373
TOOLS,4.7,92958,30.1-40MB,Free,0.0,Everyone,Tools,35
EDUCATION,3.8,2469,10.1-20MB,Free,0.0,Everyone,Education,161
FINANCE,4.5,1308,0.1-10MB,Free,0.0,Everyone,Finance,1180
NEWS_AND_MAGAZINES,3.4,2436,Varies with device,Free,0.0,Everyone,News & Magazines,66
FAMILY,3.9,2249,Varies with device,Free,0.0,Everyone,Art & Design;Creativity,108
FAMILY,4.6,9652,50.1-60MB,Free,0.0,Everyone,Educational;Education,46
NEWS_AND_MAGAZINES,4.3,1,0.1-10MB,Free,0.0,Everyone,News & Magazines,121
SPORTS,4.2,798,0.1-10MB,Free,0.0,Everyone 10+,Sports,30
FAMILY,5.0,8,0.1-10MB,Free,0.0,Everyone,Entertainment,231
EDUCATION,4.4,148549,50.1-60MB,Free,0.0,Everyone,Education;Education,28
GAME,4.6,44891723,90.1-100MB,Free,0.0,Everyone 10+,Strategy,47
COMMUNICATION,4.3,158679,0.1-10MB,Free,0.0,Everyone,Communication,28
FINANCE,3.4,5,0.1-10MB,Free,0.0,Everyone,Finance,409
MEDICAL,4.1,80,40.1-50MB,Paid,14.99,Everyone,Medical,1760
SPORTS,4.5,68072,30.1-40MB,Free,0.0,Everyone,Sports,36
PERSONALIZATION,4.3,3,0.1-10MB,Free,0.0,Everyone,Personalization,264
BUSINESS,4.4,1254730,Varies with device,Free,0.0,Everyone,Business,28
SOCIAL,4.3,2,10.1-20MB,Free,0.0,Teen,Social,41
FAMILY,4.6,29155,80.1-90MB,Free,0.0,Everyone,Educational;Pretend Play,36
MEDICAL,4.3,0,Varies with device,Free,0.0,Everyone,Medical,35
ART_AND_DESIGN,4.0,18,0.1-10MB,Free,0.0,Everyone,Art & Design,162
FAMILY,4.3,13,30.1-40MB,Free,0.0,Everyone,Entertainment,159
PERSONALIZATION,4.4,2591610,Varies with device,Free,0.0,Everyone,Personalization,42
HEALTH_AND_FITNESS,4.7,6,0.1-10MB,Free,0.0,Teen,Health & Fitness,129
BUSINESS,4.3,34,20.1-30MB,Free,0.0,Everyone,Business,325
FAMILY,4.3,8,0.1-10MB,Free,0.0,Everyone,Entertainment,312
FAMILY,4.4,4064868,60.1-70MB,Free,0.0,Everyone 10+,Strategy,56
LIFESTYLE,4.3,0,10.1-20MB,Free,0.0,Everyone,Lifestyle,90
BOOKS_AND_REFERENCE,4.7,14,20.1-30MB,Free,0.0,Everyone,Books & Reference,179
FAMILY,4.3,1,0.1-10MB,Free,0.0,Teen,Education,66
TOOLS,4.0,32879,0.1-10MB,Free,0.0,Everyone,Tools,27
MEDICAL,4.3,3,10.1-20MB,Free,0.0,Everyone,Medical,44
FAMILY,3.9,3720,10.1-20MB,Free,0.0,Everyone,Entertainment,635
COMMUNICATION,5.0,8,20.1-30MB,Free,0.0,Teen,Communication,170
PERSONALIZATION,4.2,66730,0.1-10MB,Free,0.0,Everyone,Personalization,102
COMMUNICATION,4.3,49,0.1-10MB,Free,0.0,Everyone,Communication,1893
SOCIAL,4.4,540930,0.1-10MB,Free,0.0,Teen,Social,39
LIFESTYLE,4.4,5,0.1-10MB,Free,0.0,Everyone,Lifestyle,594
PERSONALIZATION,4.3,1,0.1-10MB,Free,0.0,Everyone,Personalization,65
TRAVEL_AND_LOCAL,4.4,48930,10.1-20MB,Free,0.0,Everyone,Travel & Local,36
SHOPPING,4.4,210208,Varies with device,Free,0.0,Everyone,Shopping,30
GAME,4.1,91667,20.1-30MB,Free,0.0,Everyone,Arcade,38
GAME,4.3,3,10.1-20MB,Free,0.0,Everyone,Action,1016
GAME,4.2,16237,20.1-30MB,Free,0.0,Everyone,Racing,982
GAME,4.5,1117212,40.1-50MB,Free,0.0,Everyone,Board,28
EDUCATION,4.2,3692,0.1-10MB,Free,0.0,Everyone,Education,1135
VIDEO_PLAYERS,3.8,7335,Varies with device,Free,0.0,Everyone,Video Players & Editors,45
TOOLS,4.1,7063,Varies with device,Free,0.0,Everyone,Tools,218
VIDEO_PLAYERS,4.3,2,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,1165
GAME,4.2,828489,Varies with device,Free,0.0,Everyone,Music,27
BOOKS_AND_REFERENCE,4.3,28,Varies with device,Free,0.0,Everyone,Books & Reference,680
NEWS_AND_MAGAZINES,4.5,9548,10.1-20MB,Free,0.0,Everyone,News & Magazines,30
FAMILY,4.2,6418,50.1-60MB,Free,0.0,Everyone,Casual,480
