Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
FAMILY,4.1,155649,30.1-40MB,Free,0.0,Everyone,Casual,51
GAME,4.4,11023,10.1-20MB,Paid,3.99,Teen,Adventure,217
COMMUNICATION,4.3,46702,Varies with device,Free,0.0,Everyone,Communication,58
PRODUCTIVITY,4.6,1048766,10.1-20MB,Free,0.0,Everyone,Productivity,28
MAPS_AND_NAVIGATION,4.3,1,20.1-30MB,Free,0.0,Everyone,Maps & Navigation,155
SOCIAL,4.2,423105,Varies with device,Free,0.0,Mature 17+,Social,53
TOOLS,4.4,951413,10.1-20MB,Free,0.0,Everyone,Tools,31
FAMILY,4.4,152,0.1-10MB,Free,0.0,Everyone,Entertainment,1007
HEALTH_AND_FITNESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Health & Fitness,108
PERSONALIZATION,4.1,293,0.1-10MB,Free,0.0,Everyone,Personalization,28
GAME,4.0,2700,0.1-10MB,Free,0.0,Everyone,Board,240
FAMILY,3.9,38,40.1-50MB,Free,0.0,Everyone,Entertainment,147
GAME,4.3,56,20.1-30MB,Paid,0.99,Everyone,Board,1364
GAME,4.2,326042,0.1-10MB,Free,0.0,Teen,Action,1547
FINANCE,3.6,15247,20.1-30MB,Free,0.0,Everyone,Finance,49
TOOLS,4.4,166367,0.1-10MB,Free,0.0,Everyone,Tools,98
PHOTOGRAPHY,3.8,142,0.1-10MB,Free,0.0,Everyone,Photography,875
NEWS_AND_MAGAZINES,4.3,11667403,Varies with device,Free,0.0,Mature 17+,News & Magazines,25
BUSINESS,4.3,0,40.1-50MB,Free,0.0,Everyone,Business,49
EVENTS,4.0,3782,0.1-10MB,Free,0.0,Everyone,Events,80
GAME,3.8,159063,80.1-90MB,Free,0.0,Everyone,Music,203
GAME,4.1,4946,0.1-10MB,Free,0.0,Teen,Trivia,411
HEALTH_AND_FITNESS,4.3,480208,60.1-70MB,Free,0.0,Everyone,Health & Fitness,31
VIDEO_PLAYERS,4.5,1013867,30.1-40MB,Free,0.0,Everyone,Video Players & Editors,28
PERSONALIZATION,4.4,83,0.1-10MB,Paid,1.7,Everyone,Personalization,1111
COMICS,3.9,4496,0.1-10MB,Free,0.0,Everyone,Comics,306
GAME,4.4,10786,20.1-30MB,Free,0.0,Everyone,Arcade,594
BUSINESS,4.3,15,0.1-10MB,Free,0.0,Everyone,Business,114
FAMILY,4.4,42145,10.1-20MB,Free,0.0,Everyone,Casual;Brain Games,58
FAMILY,4.3,0,0.1-10MB,Free,0.0,Everyone,Education,151
PERSONALIZATION,4.4,43960,0.1-10MB,Free,0.0,Everyone,Personalization,273
LIFESTYLE,4.4,16637,0.1-10MB,Free,0.0,Everyone,Lifestyle,439
LIFESTYLE,4.1,9,0.1-10MB,Free,0.0,Everyone,Lifestyle,44
HEALTH_AND_FITNESS,4.9,66791,0.1-10MB,Free,0.0,Everyone,Health & Fitness,32
TOOLS,4.3,444,0.1-10MB,Free,0.0,Everyone,Tools,413
GAME,4.5,6427773,90.1-100MB,Free,0.0,Everyone,Trivia,28
MEDICAL,4.3,0,0.1-10MB,Paid,2.99,Everyone,Medical,30
GAME,4.4,22426677,70.1-80MB,Free,0.0,Everyone,Casual,57
GAME,4.0,505,20.1-30MB,Free,0.0,Everyone,Board,1364
FAMILY,3.1,1073,0.1-10MB,Free,0.0,Everyone,Strategy,814
MEDICAL,4.6,156,20.1-30MB,Paid,3.49,Everyone,Medical,170
FAMILY,4.1,1655,80.1-90MB,Free,0.0,Everyone,Role Playing,29
GAME,4.8,35,0.1-10MB,Free,0.0,Everyone,Trivia,763
TOOLS,4.3,2,0.1-10MB,Free,0.0,Everyone,Tools,144
SPORTS,4.0,43611,20.1-30MB,Free,0.0,Everyone,Sports,65
GAME,4.3,1295557,10.1-20MB,Free,0.0,Everyone,Puzzle,142
MAPS_AND_NAVIGATION,3.9,230,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,49
SHOPPING,4.7,181823,20.1-30MB,Free,0.0,Everyone,Shopping,32
TRAVEL_AND_LOCAL,4.4,359560,Varies with device,Free,0.0,Everyone,Travel & Local,29
SOCIAL,4.5,57146,Varies with device,Free,0.0,Everyone,Social,35
BUSINESS,4.3,23175,40.1-50MB,Free,0.0,Everyone,Business,49
FAMILY,4.8,160,10.1-20MB,Free,0.0,Everyone,Entertainment,544
GAME,4.3,4,20.1-30MB,Free,0.0,Everyone,Trivia,90
FAMILY,4.1,2167,0.1-10MB,Free,0.0,Everyone,Role Playing,260
PRODUCTIVITY,4.5,155999,10.1-20MB,Free,0.0,Everyone,Productivity,26
BOOKS_AND_REFERENCE,4.8,445756,10.1-20MB,Free,0.0,Everyone,Books & Reference,108
GAME,4.4,3344,30.1-40MB,Free,0.0,Everyone,Arcade,240
GAME,4.4,5234162,Varies with device,Free,0.0,Everyone,Action,290
FAMILY,3.5,91,20.1-30MB,Free,0.0,Everyone,Education,148
TOOLS,4.1,3446,10.1-20MB,Free,0.0,Everyone,Tools,573
BOOKS_AND_REFERENCE,4.3,0,10.1-20MB,Free,0.0,Everyone,Books & Reference,199
FAMILY,4.0,34417,40.1-50MB,Free,0.0,Everyone,Educational,25
GAME,4.5,10393,10.1-20MB,Free,0.0,Everyone,Arcade,51
MEDICAL,3.9,265,0.1-10MB,Free,0.0,Everyone,Medical,1052
MEDICAL,4.3,2218,Varies with device,Free,0.0,Everyone,Medical,30
SHOPPING,4.4,27275,0.1-10MB,Free,0.0,Teen,Shopping,32
PERSONALIZATION,4.4,2839,0.1-10MB,Free,0.0,Everyone,Personalization,1693
DATING,2.7,3,0.1-10MB,Free,0.0,Mature 17+,Dating,45
GAME,4.4,1986068,50.1-60MB,Free,0.0,Teen,Casino,37
MEDICAL,4.3,0,0.1-10MB,Free,0.0,Everyone,Medical,44
TOOLS,4.3,0,0.1-10MB,Paid,0.99,Everyone,Tools,109
VIDEO_PLAYERS,4.2,61,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,32
FAMILY,4.2,24775,20.1-30MB,Free,0.0,Everyone 10+,Puzzle,1054
SPORTS,4.2,82883,Varies with device,Free,0.0,Everyone,Sports,32
FAMILY,4.5,472,0.1-10MB,Free,0.0,Everyone,Education,56
FOOD_AND_DRINK,3.4,109784,60.1-70MB,Free,0.0,Everyone,Food & Drink,28
TOOLS,4.3,6,30.1-40MB,Free,0.0,Everyone,Tools,39
FAMILY,4.5,1014846,50.1-60MB,Free,0.0,Everyone,Educational;Pretend Play,428
BUSINESS,4.2,159872,Varies with device,Free,0.0,Everyone,Business,31
HEALTH_AND_FITNESS,4.6,77563,30.1-40MB,Free,0.0,Everyone,Health & Fitness,39
MEDICAL,4.5,6099,30.1-40MB,Free,0.0,Everyone,Medical,31
FAMILY,4.3,1,90.1-100MB,Free,0.0,Everyone,Puzzle,315
FAMILY,4.3,2,0.1-10MB,Free,0.0,Everyone,Education,379
GAME,4.1,84911,70.1-80MB,Free,0.0,Everyone,Arcade,43
FAMILY,4.4,1516,40.1-50MB,Paid,2.99,Everyone,Role Playing,277
BUSINESS,4.2,45,20.1-30MB,Free,0.0,Everyone,Business,168
PRODUCTIVITY,4.3,2,20.1-30MB,Free,0.0,Everyone,Productivity,388
MEDICAL,4.1,90,20.1-30MB,Free,0.0,Everyone,Medical,51
COMICS,2.8,5,0.1-10MB,Free,0.0,Everyone,Comics,294
GAME,4.5,299046,40.1-50MB,Free,0.0,Mature 17+,Action,50
TOOLS,4.5,78629,0.1-10MB,Free,0.0,Everyone,Tools,42
TOOLS,4.3,0,0.1-10MB,Free,0.0,Everyone,Tools,148
SOCIAL,4.2,93,0.1-10MB,Free,0.0,Teen,Social,275
LIFESTYLE,4.2,3788,40.1-50MB,Free,0.0,Everyone,Lifestyle,38
COMMUNICATION,3.0,39,0.1-10MB,Free,0.0,Everyone,Communication,361
LIFESTYLE,4.1,12452,Varies with device,Free,0.0,Everyone,Lifestyle,582
COMMUNICATION,3.9,33,0.1-10MB,Free,0.0,Everyone,Communication,602
VIDEO_PLAYERS,4.3,47,0.1-10MB,Free,0.0,Teen,Video Players & Editors,342
TRAVEL_AND_LOCAL,4.3,599872,Varies with device,Free,0.0,Everyone,Travel & Local,27
HEALTH_AND_FITNESS,2.4,221,40.1-50MB,Free,0.0,Everyone,Health & Fitness,198
VIDEO_PLAYERS,4.4,43,40.1-50MB,Free,0.0,Everyone,Video Players & Editors,126
FAMILY,4.3,0,0.1-10MB,Free,0.0,Everyone,Education,40
SOCIAL,3.2,398,0.1-10MB,Free,0.0,Mature 17+,Social,1367
AUTO_AND_VEHICLES,4.5,994,0.1-10MB,Free,0.0,Everyone,Auto & Vehicles,157
FINANCE,3.8,103,0.1-10MB,Free,0.0,Everyone,Finance,51
MEDICAL,2.7,2657,20.1-30MB,Free,0.0,Everyone,Medical,35
PHOTOGRAPHY,4.0,29707,10.1-20MB,Free,0.0,Everyone,Photography,1298
GAME,4.6,169,10.1-20MB,Paid,0.99,Everyone,Card,1157
PERSONALIZATION,4.2,89342,20.1-30MB,Free,0.0,Everyone,Personalization,213
PRODUCTIVITY,4.4,457,0.1-10MB,Free,0.0,Everyone,Productivity,1578
BUSINESS,3.7,113,0.1-10MB,Free,0.0,Everyone,Business,83
PRODUCTIVITY,4.2,102451,Varies with device,Free,0.0,Everyone,Productivity,169
SPORTS,4.1,6231,0.1-10MB,Free,0.0,Everyone,Sports,203
MEDICAL,4.1,1533,40.1-50MB,Paid,11.99,Mature 17+,Medical,1485
PRODUCTIVITY,4.3,5,20.1-30MB,Free,0.0,Everyone,Productivity,35
COMMUNICATION,4.3,2451083,Varies with device,Free,0.0,Teen,Communication,28
FAMILY,4.4,1309728,Varies with device,Free,0.0,Everyone,Casual,51
FAMILY,4.3,1231,Varies with device,Free,0.0,Everyone,Puzzle,99
HEALTH_AND_FITNESS,4.8,4559407,Varies with device,Free,0.0,Everyone,Health & Fitness,30
FAMILY,4.3,9,10.1-20MB,Free,0.0,Everyone,Education,284
FAMILY,4.3,1,0.1-10MB,Free,0.0,Everyone,Entertainment,57
TRAVEL_AND_LOCAL,4.5,932870,Varies with device,Free,0.0,Everyone,Travel & Local,35
SPORTS,4.2,82857,Varies with device,Free,0.0,Everyone,Sports,32
FAMILY,4.5,2931,0.1-10MB,Free,0.0,Everyone,Entertainment,392
PRODUCTIVITY,4.2,105,70.1-80MB,Free,0.0,Everyone,Productivity,319
FAMILY,5.0,22,0.1-10MB,Free,0.0,Mature 17+,Entertainment,302
AUTO_AND_VEHICLES,4.9,197136,30.1-40MB,Free,0.0,Everyone,Auto & Vehicles,47
FINANCE,4.7,2374,10.1-20MB,Free,0.0,Everyone,Finance,31
LIFESTYLE,4.3,0,Varies with device,Free,0.0,Everyone,Lifestyle,129
FAMILY,4.3,6,0.1-10MB,Free,0.0,Everyone,Entertainment,398
FAMILY,4.3,28735,90.1-100MB,Free,0.0,Everyone,Casual,30
COMICS,3.5,115,0.1-10MB,Free,0.0,Mature 17+,Comics,49
AUTO_AND_VEHICLES,4.4,64,60.1-70MB,Free,0.0,Everyone,Auto & Vehicles,430
HEALTH_AND_FITNESS,4.4,57634,40.1-50MB,Free,0.0,Everyone,Health & Fitness,67
MAPS_AND_NAVIGATION,4.3,0,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,273
SPORTS,4.3,6,20.1-30MB,Free,0.0,Everyone,Sports,182
FINANCE,4.5,16808,Varies with device,Free,0.0,Everyone,Finance,122
VIDEO_PLAYERS,3.5,197,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,572
HOUSE_AND_HOME,4.4,71421,Varies with device,Free,0.0,Everyone,House & Home,38
LIFESTYLE,4.4,10,0.1-10MB,Free,0.0,Teen,Lifestyle,67
TRAVEL_AND_LOCAL,4.4,49190,20.1-30MB,Free,0.0,Everyone,Travel & Local,77
SOCIAL,4.2,1259849,70.1-80MB,Free,0.0,Mature 17+,Social,28
DATING,4.5,120,0.1-10MB,Free,0.0,Mature 17+,Dating,27
SPORTS,4.6,11549,Varies with device,Free,0.0,Everyone,Sports,55
GAME,4.4,862,40.1-50MB,Free,0.0,Everyone 10+,Action,168
COMMUNICATION,4.3,1,10.1-20MB,Free,0.0,Everyone,Communication,535
COMMUNICATION,4.5,51,20.1-30MB,Free,0.0,Everyone,Communication,843
HEALTH_AND_FITNESS,4.5,183669,50.1-60MB,Free,0.0,Everyone,Health & Fitness,35
FAMILY,3.8,729,20.1-30MB,Free,0.0,Everyone,Entertainment,175
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Business,192
TOOLS,3.6,3632,0.1-10MB,Free,0.0,Everyone,Tools,291
TOOLS,4.3,0,Varies with device,Free,0.0,Everyone,Tools,29
PHOTOGRAPHY,4.2,15426,40.1-50MB,Free,0.0,Everyone,Photography,38
LIFESTYLE,4.4,95736,Varies with device,Free,0.0,Everyone,Lifestyle,32
PERSONALIZATION,4.5,1724,20.1-30MB,Free,0.0,Mature 17+,Personalization,66
BUSINESS,4.4,31614,30.1-40MB,Free,0.0,Everyone,Business,42
BEAUTY,4.0,364,0.1-10MB,Free,0.0,Everyone,Beauty,99
SPORTS,4.4,108318,30.1-40MB,Free,0.0,Everyone,Sports,53
LIBRARIES_AND_DEMO,4.0,24,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,572
PRODUCTIVITY,4.4,691474,Varies with device,Free,0.0,Everyone,Productivity,25
BOOKS_AND_REFERENCE,5.0,2,0.1-10MB,Free,0.0,Everyone,Books & Reference,49
COMMUNICATION,4.3,14873,Varies with device,Free,0.0,Everyone,Communication,50
LIFESTYLE,5.0,14,0.1-10MB,Free,0.0,Everyone,Lifestyle,322
EDUCATION,4.7,6289924,Varies with device,Free,0.0,Everyone,Education;Education,30
MAPS_AND_NAVIGATION,4.1,54034,0.1-10MB,Free,0.0,Teen,Maps & Navigation,93
TRAVEL_AND_LOCAL,4.3,1,10.1-20MB,Free,0.0,Everyone,Travel & Local,295
DATING,3.5,1972,10.1-20MB,Free,0.0,Mature 17+,Dating,111
PHOTOGRAPHY,4.3,2,30.1-40MB,Paid,9.99,Everyone,Photography,550
GAME,4.1,18996,80.1-90MB,Free,0.0,Teen,Strategy,30
HEALTH_AND_FITNESS,4.1,3405,50.1-60MB,Free,0.0,Everyone,Health & Fitness,37
BOOKS_AND_REFERENCE,4.6,7831,10.1-20MB,Free,0.0,Teen,Books & Reference,58
TOOLS,4.4,90831,0.1-10MB,Free,0.0,Everyone,Tools,439
COMMUNICATION,3.7,218,0.1-10MB,Free,0.0,Everyone,Communication,1511
TOOLS,3.9,71,0.1-10MB,Free,0.0,Everyone,Tools,948
TOOLS,3.8,71,0.1-10MB,Free,0.0,Everyone,Tools,121
LIFESTYLE,3.8,2300,Varies with device,Free,0.0,Everyone,Lifestyle,542
SOCIAL,4.4,4919,0.1-10MB,Free,0.0,Everyone,Social,28
PERSONALIZATION,4.6,4724,0.1-10MB,Free,0.0,Everyone,Personalization,32
FAMILY,4.3,0,0.1-10MB,Free,0.0,Mature 17+,Entertainment,32
NEWS_AND_MAGAZINES,4.6,18,0.1-10MB,Free,0.0,Everyone,News & Magazines,1632
DATING,1.0,1,0.1-10MB,Free,0.0,Mature 17+,Dating,31
FAMILY,4.6,5898,40.1-50MB,Free,0.0,Everyone,Entertainment,395
PERSONALIZATION,4.2,1531,0.1-10MB,Paid,2.99,Everyone,Personalization,269
PRODUCTIVITY,4.3,0,10.1-20MB,Free,0.0,Everyone,Productivity,31
EDUCATION,4.7,52743,0.1-10MB,Free,0.0,Everyone,Education,249
COMICS,4.8,33783,0.1-10MB,Free,0.0,Teen,Comics,34
FAMILY,2.9,10,70.1-80MB,Paid,4.99,Everyone,Educational,493
FAMILY,3.6,35121,0.1-10MB,Free,0.0,Everyone,Entertainment,101
FAMILY,4.3,207294,20.1-30MB,Free,0.0,Everyone 10+,Education,30
GAME,4.3,54221,40.1-50MB,Free,0.0,Everyone,Racing,1903
PERSONALIZATION,4.3,1098,10.1-20MB,Free,0.0,Everyone,Personalization,1420
COMMUNICATION,4.6,2083237,Varies with device,Free,0.0,Everyone,Communication,31
BUSINESS,4.3,4,10.1-20MB,Free,0.0,Everyone,Business,368
DATING,3.0,1,0.1-10MB,Free,0.0,Mature 17+,Dating,43
FAMILY,4.3,906,0.1-10MB,Free,0.0,Mature 17+,Entertainment,175
TOOLS,3.8,434,10.1-20MB,Free,0.0,Everyone,Tools,168
GAME,4.7,295576,0.1-10MB,Free,0.0,Everyone,Word,86
HEALTH_AND_FITNESS,3.4,2105,0.1-10MB,Free,0.0,Everyone,Health & Fitness,375
FINANCE,4.7,439,10.1-20MB,Free,0.0,Everyone,Finance,213
BUSINESS,3.9,184,0.1-10MB,Free,0.0,Everyone,Business,1480
TOOLS,4.2,1855262,Varies with device,Free,0.0,Everyone,Tools,31
SOCIAL,4.1,285816,Varies with device,Free,0.0,Mature 17+,Social,73
PHOTOGRAPHY,4.5,3378,20.1-30MB,Free,0.0,Mature 17+,Photography,37
MEDICAL,4.7,9945,90.1-100MB,Free,0.0,Everyone,Medical,57
COMMUNICATION,4.0,138,0.1-10MB,Free,0.0,Everyone,Communication,1480
TOOLS,4.3,0,0.1-10MB,Paid,2.99,Mature 17+,Tools,58
FINANCE,4.5,198,10.1-20MB,Free,0.0,Everyone,Finance,53
MEDICAL,4.3,0,20.1-30MB,Free,0.0,Everyone,Medical,256
MEDICAL,4.3,3,0.1-10MB,Paid,2.99,Everyone,Medical,241
PHOTOGRAPHY,4.5,42,10.1-20MB,Free,0.0,Everyone,Photography,713
PHOTOGRAPHY,4.5,74476,20.1-30MB,Free,0.0,Everyone,Photography,73
SPORTS,4.2,18584,40.1-50MB,Free,0.0,Everyone,Sports,65
GAME,4.4,3250,20.1-30MB,Free,0.0,Everyone,Racing,43
BOOKS_AND_REFERENCE,4.4,30105,0.1-10MB,Free,0.0,Everyone,Books & Reference,33
SHOPPING,4.3,0,0.1-10MB,Free,0.0,Everyone,Shopping,253
FAMILY,4.6,15301,10.1-20MB,Paid,2.99,Everyone,Puzzle;Brain Games,44
FINANCE,4.6,510401,70.1-80MB,Free,0.0,Everyone,Finance,30
MEDICAL,4.8,53747,10.1-20MB,Free,0.0,Everyone,Medical,35
LIFESTYLE,5.0,103,0.1-10MB,Free,0.0,Everyone,Lifestyle,353
GAME,4.4,15806,40.1-50MB,Free,0.0,Teen,Arcade,86
GAME,4.5,148895,40.1-50MB,Free,0.0,Everyone,Casual,45
FINANCE,4.3,0,Varies with device,Free,0.0,Everyone,Finance,323
FAMILY,4.4,112080,20.1-30MB,Free,0.0,Everyone,Casual;Pretend Play,36
MEDICAL,4.4,3786,20.1-30MB,Free,0.0,Everyone,Medical,46
NEWS_AND_MAGAZINES,2.2,160,30.1-40MB,Free,0.0,Everyone 10+,News & Magazines,99
HEALTH_AND_FITNESS,4.5,8642,10.1-20MB,Free,0.0,Everyone,Health & Fitness,29
WEATHER,4.5,29344,20.1-30MB,Free,0.0,Everyone,Weather,37
COMMUNICATION,4.5,17712922,30.1-40MB,Free,0.0,Teen,Communication,29
FAMILY,4.3,0,20.1-30MB,Paid,2.49,Everyone,Education,147
PRODUCTIVITY,4.2,226456,Varies with device,Free,0.0,Everyone,Productivity,326
FAMILY,4.6,1553,0.1-10MB,Free,0.0,Everyone,Education,29
SPORTS,4.2,75545,Varies with device,Free,0.0,Everyone,Sports,39
SOCIAL,3.8,14,Varies with device,Free,0.0,Everyone,Social,120
HEALTH_AND_FITNESS,4.3,0,Varies with device,Free,0.0,Everyone,Health & Fitness,30
LIBRARIES_AND_DEMO,3.9,71,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,572
LIFESTYLE,4.3,6,10.1-20MB,Free,0.0,Everyone,Lifestyle,195
FAMILY,5.0,2,0.1-10MB,Free,0.0,Everyone,Education,163
SHOPPING,4.3,28,0.1-10MB,Free,0.0,Everyone,Shopping,601
MEDICAL,3.7,236,10.1-20MB,Free,0.0,Everyone,Medical,37
ENTERTAINMENT,4.3,1511,10.1-20MB,Free,0.0,Everyone,Entertainment,81
NEWS_AND_MAGAZINES,3.4,41490,20.1-30MB,Free,0.0,Teen,News & Magazines,38
DATING,4.2,1546,Varies with device,Paid,3.99,Mature 17+,Dating,73
MEDICAL,4.3,3,0.1-10MB,Free,0.0,Everyone,Medical,588
FAMILY,3.5,6,0.1-10MB,Free,0.0,Everyone,Education,493
GAME,4.6,87766,10.1-20MB,Paid,4.99,Everyone,Action,773
TOOLS,4.6,21,0.1-10MB,Free,0.0,Everyone,Tools,115
PERSONALIZATION,4.7,29485,0.1-10MB,Free,0.0,Everyone,Personalization,42
SOCIAL,4.3,0,0.1-10MB,Free,0.0,Teen,Social,41
TOOLS,1.0,3,40.1-50MB,Free,0.0,Everyone,Tools,262
FAMILY,3.5,9335,10.1-20MB,Free,0.0,Everyone,Entertainment,278
BOOKS_AND_REFERENCE,4.5,454412,Varies with device,Free,0.0,Everyone,Books & Reference,105
NEWS_AND_MAGAZINES,4.3,10,10.1-20MB,Free,0.0,Everyone,News & Magazines,595
PERSONALIZATION,5.0,4,10.1-20MB,Paid,0.99,Everyone,Personalization,108
FAMILY,4.3,2772,30.1-40MB,Free,0.0,Teen,Puzzle,1441
SHOPPING,4.2,39735,10.1-20MB,Free,0.0,Teen,Shopping,37
TOOLS,4.3,17,0.1-10MB,Free,0.0,Everyone,Tools,945
PERSONALIZATION,4.2,128,0.1-10MB,Free,0.0,Everyone,Personalization,444
FAMILY,3.8,19,10.1-20MB,Free,0.0,Everyone,Entertainment,589
FAMILY,3.8,316,10.1-20MB,Free,0.0,Everyone,Entertainment,456
GAME,4.8,265,0.1-10MB,Paid,3.49,Everyone,Board,1170
SPORTS,4.3,63782,20.1-30MB,Free,0.0,Everyone,Sports,24
PERSONALIZATION,3.0,12,0.1-10MB,Free,0.0,Everyone,Personalization,93
PRODUCTIVITY,4.2,226456,Varies with device,Free,0.0,Everyone,Productivity,326
FAMILY,4.1,128,0.1-10MB,Free,0.0,Everyone,Education,53
TRAVEL_AND_LOCAL,4.4,1162837,Varies with device,Free,0.0,Everyone,Travel & Local,27
FAMILY,4.5,944661,50.1-60MB,Free,0.0,Everyone,Simulation,179
HEALTH_AND_FITNESS,4.4,38343,50.1-60MB,Free,0.0,Everyone,Health & Fitness,35
BUSINESS,2.9,322,0.1-10MB,Free,0.0,Everyone,Business,521
LIBRARIES_AND_DEMO,4.4,783,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,447
FAMILY,4.2,367951,70.1-80MB,Free,0.0,Teen,Strategy,46
FAMILY,4.2,19,0.1-10MB,Free,0.0,Everyone,Education,59
FAMILY,4.3,1805398,50.1-60MB,Free,0.0,Teen,Entertainment,81
FINANCE,4.7,1311,0.1-10MB,Free,0.0,Everyone,Finance,73
HEALTH_AND_FITNESS,4.5,126017,0.1-10MB,Free,0.0,Everyone,Health & Fitness,57
TRAVEL_AND_LOCAL,3.3,256,10.1-20MB,Free,0.0,Everyone,Travel & Local,30
TRAVEL_AND_LOCAL,4.2,92,10.1-20MB,Free,0.0,Everyone,Travel & Local,512
FAMILY,4.8,16,0.1-10MB,Free,0.0,Everyone,Education,33
SPORTS,4.3,0,0.1-10MB,Paid,1.99,Everyone,Sports,37
FAMILY,4.7,34279,20.1-30MB,Free,0.0,Everyone,Casual;Creativity,29
PERSONALIZATION,4.5,16,0.1-10MB,Free,0.0,Everyone,Personalization,30
FAMILY,2.9,21,0.1-10MB,Free,0.0,Everyone,Education,1208
TOOLS,4.6,82,0.1-10MB,Paid,0.99,Everyone,Tools,382
SOCIAL,4.3,315441,Varies with device,Free,0.0,Everyone,Social,36
FAMILY,3.4,9,20.1-30MB,Free,0.0,Everyone,Entertainment,702
MEDICAL,4.6,17,10.1-20MB,Free,0.0,Everyone,Medical,51
HEALTH_AND_FITNESS,4.6,109756,70.1-80MB,Free,0.0,Everyone,Health & Fitness,30
GAME,3.4,9051,20.1-30MB,Free,0.0,Everyone,Arcade,573
COMMUNICATION,4.2,16,0.1-10MB,Free,0.0,Everyone,Communication,129
LIFESTYLE,4.1,12452,Varies with device,Free,0.0,Everyone,Lifestyle,582
SOCIAL,4.3,1,Varies with device,Free,0.0,Teen,Social,79
BEAUTY,4.3,119,0.1-10MB,Free,0.0,Everyone,Beauty,39
SOCIAL,4.2,79129,20.1-30MB,Free,0.0,Teen,Social,29
FAMILY,4.1,213,20.1-30MB,Free,0.0,Everyone,Puzzle;Brain Games,84
TOOLS,4.6,168487,0.1-10MB,Free,0.0,Everyone,Tools,66
FAMILY,4.4,539931,60.1-70MB,Free,0.0,Everyone,Simulation,25
FAMILY,4.3,21804,40.1-50MB,Paid,0.99,Everyone 10+,Role Playing,59
TRAVEL_AND_LOCAL,4.1,136626,10.1-20MB,Free,0.0,Everyone,Travel & Local,25
SHOPPING,4.5,181990,Varies with device,Free,0.0,Everyone,Shopping,126
HEALTH_AND_FITNESS,4.8,787,50.1-60MB,Paid,1.99,Everyone,Health & Fitness,31
FAMILY,4.0,576210,40.1-50MB,Free,0.0,Everyone,Casual,1835
HOUSE_AND_HOME,4.1,1372,0.1-10MB,Free,0.0,Everyone,House & Home,197
FAMILY,4.2,6973,Varies with device,Free,0.0,Everyone,Casual,315
SPORTS,4.4,15221,20.1-30MB,Free,0.0,Everyone,Sports,333
EDUCATION,4.6,13612,40.1-50MB,Free,0.0,Everyone,Education,113
HEALTH_AND_FITNESS,4.6,24094,10.1-20MB,Free,0.0,Everyone,Health & Fitness,53
PERSONALIZATION,4.3,3,0.1-10MB,Free,0.0,Everyone,Personalization,398
GAME,4.5,461137,50.1-60MB,Free,0.0,Everyone,Arcade,101
FAMILY,4.4,767,10.1-20MB,Free,0.0,Everyone,Entertainment,189
AUTO_AND_VEHICLES,4.2,29,Varies with device,Free,0.0,Everyone,Auto & Vehicles,30
PRODUCTIVITY,4.1,14432,10.1-20MB,Free,0.0,Everyone,Productivity,31
TOOLS,4.0,495971,0.1-10MB,Free,0.0,Everyone,Tools,898
BEAUTY,4.5,45452,0.1-10MB,Free,0.0,Everyone,Beauty,43
FAMILY,5.0,4,0.1-10MB,Free,0.0,Everyone,Education,65
TRAVEL_AND_LOCAL,4.3,3,0.1-10MB,Free,0.0,Everyone,Travel & Local,1141
LIFESTYLE,4.4,129,0.1-10MB,Free,0.0,Everyone 10+,Lifestyle,76
FAMILY,4.3,1574197,30.1-40MB,Free,0.0,Everyone,Puzzle;Action & Adventure,35
NEWS_AND_MAGAZINES,4.9,9,0.1-10MB,Free,0.0,Everyone,News & Magazines,127
BOOKS_AND_REFERENCE,5.0,5,0.1-10MB,Paid,1.75,Everyone,Books & Reference,1058
FAMILY,3.9,17067,0.1-10MB,Free,0.0,Everyone,Casual,199
DATING,4.3,3,0.1-10MB,Free,0.0,Everyone,Dating,39
GAME,4.0,69115,0.1-10MB,Free,0.0,Everyone,Arcade,79
BUSINESS,4.3,1,0.1-10MB,Free,0.0,Everyone,Business,903
LIFESTYLE,4.7,20304,20.1-30MB,Free,0.0,Everyone,Lifestyle,31
FAMILY,4.4,2558,60.1-70MB,Free,0.0,Everyone,Entertainment,227
GAME,4.5,9883367,90.1-100MB,Free,0.0,Everyone,Casual,59
TOOLS,3.4,843,0.1-10MB,Free,0.0,Everyone,Tools,484
LIFESTYLE,4.3,0,20.1-30MB,Free,0.0,Everyone,Lifestyle,103
TOOLS,3.6,301,0.1-10MB,Free,0.0,Everyone,Tools,276
LIFESTYLE,4.3,0,20.1-30MB,Free,0.0,Everyone,Lifestyle,853
BOOKS_AND_REFERENCE,4.3,2,0.1-10MB,Paid,5.99,Everyone,Books & Reference,1473
MEDICAL,4.4,576,Varies with device,Paid,2.49,Everyone,Medical,391
