Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
FOOD_AND_DRINK,4.2,10159,36M,Free,0,Everyone,Food & Drink,"July 17, 2018",4.3.3,5.0 and up
LIFESTYLE,4.3,45,2.2M,Free,0,Everyone,Lifestyle,"December 26, 2017",0.8,4.1 and up
SOCIAL,4.5,66577446,Varies with device,Free,0,Teen,Social,"July 31, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,4.4,141163,Varies with device,Free,0,Everyone,Health & Fitness,"June 11, 2018",Varies with device,Varies with device
PERSONALIZATION,,37,1.7M,Free,0,Everyone,Personalization,"July 21, 2016",1.0,4.1 and up
FAMILY,4.4,203101,Varies with device,Free,0,Everyone,Casual,"May 31, 2018",Varies with device,4.1 and up
GAME,3.8,299,25M,Free,0,Everyone,Racing,"November 10, 2017",1.1,4.1 and up
FOOD_AND_DRINK,3.4,6512,18M,Free,0,Everyone,Food & Drink,"April 12, 2018",5.7.0,4.4 and up
ART_AND_DESIGN,4.2,1015,11M,Free,0,Everyone,Art & Design,"January 6, 2018",1.1.0,4.1 and up
TOOLS,,9,6.3M,Free,0,Everyone,Tools,"August 20, 2017",1.0,4.0.3 and up
MEDICAL,,0,66M,Paid,$5.99,Everyone,Medical,"July 15, 2018",1.0.0,4.2 and up
FAMILY,4.2,853495,78M,Free,0,Teen,Strategy,"August 2, 2018",1.0.208,4.0.3 and up
DATING,,3,4.8M,Free,0,Mature 17+,Dating,"July 17, 2018",1.,4.0 and up
FAMILY,3.7,9296,28M,Free,0,Teen,Entertainment,"July 24, 2018",1.14,4.1 and up
GAME,4.5,464900,33M,Free,0,Teen,Arcade,"June 27, 2018",2.0.5,4.2 and up
BUSINESS,3.8,5868,20M,Free,0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up
ENTERTAINMENT,4.2,501498,12M,Free,0,Teen,Entertainment,"July 26, 2018",Varies with device,Varies with device
BUSINESS,4.3,20815,10M,Free,0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up
GAME,5.0,5,4.6M,Free,0,Everyone,Racing,"August 1, 2018",1.11,4.0.3 and up
LIFESTYLE,4.6,284670,Varies with device,Free,0,Everyone,Lifestyle,"July 24, 2018",Varies with device,Varies with device
GAME,3.4,4490,92M,Free,0,Everyone 10+,Action,"September 21, 2017",1.18.1,4.1 and up
FAMILY,3.6,13,2.5M,Free,0,Teen,Entertainment,"June 19, 2015",3.0,3.0 and up
FOOD_AND_DRINK,,95,12M,Free,0,Everyone,Food & Drink,"January 6, 2018",3.0.1,2.3 and up
LIFESTYLE,4.7,2225,15M,Free,0,Everyone,Lifestyle,"July 26, 2018",4.2.1,4.0.3 and up
FAMILY,,1,5.7M,Free,0,Everyone,Education,"March 23, 2018",1.0.0,4.0 and up
VIDEO_PLAYERS,,22,8.5M,Free,0,Everyone,Video Players & Editors,"August 3, 2018",7.5.9.1,4.1 and up
PRODUCTIVITY,5.0,5,11M,Free,0,Everyone,Productivity,"May 30, 2018",1.0.1,4.1 and up
EVENTS,4.8,48,13M,Free,0,Everyone,Events,"September 26, 2017",8.8,4.2 and up
BUSINESS,4.3,54520,Varies with device,Free,0,Everyone,Business,"July 30, 2018",3.12.4,Varies with device
EDUCATION,,776,24M,Free,0,Everyone,Education,"July 23, 2018",1.5,4.0 and up
FAMILY,5.0,1,655k,Paid,$4.99,Everyone,Education,"August 31, 2013",1.3,2.0.1 and up
GAME,4.4,1604146,57M,Free,0,Teen,Action,"June 27, 2018",4.8.0,4.1 and up
GAME,,1,13M,Free,0,Everyone,Arcade,"May 31, 2018",1.0.0,4.0 and up
BUSINESS,2.7,8346,Varies with device,Free,0,Everyone,Business,"September 20, 2017",Varies with device,4.0 and up
FAMILY,4.2,23060,21M,Free,0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up
TOOLS,4.9,85,19M,Free,0,Everyone,Tools,"July 5, 2018",1.20,4.1 and up
PHOTOGRAPHY,4.3,462152,1.5M,Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device
SPORTS,,2,26M,Free,0,Everyone,Sports,"February 27, 2018",1.0,4.1 and up
BUSINESS,4.4,2147,2.2M,Free,0,Everyone,Business,"December 14, 2017",1.8,4.4 and up
PRODUCTIVITY,4.0,6205,Varies with device,Free,0,Everyone,Productivity,"February 5, 2018",Varies with device,Varies with device
DATING,4.6,13049,13M,Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up
FINANCE,,38,9.4M,Free,0,Everyone,Finance,"June 30, 2018",1.8.1,4.4 and up
COMICS,3.0,28447,15M,Free,0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device
FAMILY,3.9,80313,3.7M,Free,0,Everyone,Casual,"November 22, 2017",1.7,2.3 and up
BUSINESS,4.5,416,6.0M,Free,0,Everyone,Business,"June 30, 2018",1.2,4.0 and up
GAME,4.0,630,20M,Paid,$4.99,Everyone,Adventure,"October 26, 2016",1.6.1,4.4 and up
GAME,4.7,358817,49M,Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up
FAMILY,2.9,1073,2.8M,Free,0,Everyone,Entertainment,"August 28, 2016",1.1,2.3.3 and up
FAMILY,3.3,11,7.3M,Free,0,Teen,Entertainment,"August 23, 2017",3.4.0,4.1 and up
LIBRARIES_AND_DEMO,,26,10M,Free,0,Everyone,Libraries & Demo,"February 20, 2018",1.2,4.0 and up
TRAVEL_AND_LOCAL,,4,11M,Free,0,Everyone,Travel & Local,"June 4, 2017",2.0,4.0.3 and up
FAMILY,4.4,13155,83M,Free,0,Everyone,Education;Pretend Play,"June 16, 2016",1.3,4.0.3 and up
FAMILY,4.6,71,5.7M,Paid,$2.49,Everyone,Strategy,"March 14, 2018",1.8,4.0 and up
FAMILY,4.8,23,35M,Free,0,Everyone,Educational;Education,"November 28, 2017",1.0.2,2.3 and up
EVENTS,4.6,8232,53M,Free,0,Everyone,Events,"July 31, 2018",Varies with device,5.0 and up
COMMUNICATION,4.0,56642847,Varies with device,Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
GAME,3.8,2691,52M,Free,0,Teen,Adventure,"February 22, 2017",1.2,4.2 and up
SOCIAL,4.3,9562,5.8M,Free,0,Teen,Social,"May 31, 2018",4.1.0,Varies with device
MEDICAL,4.3,16,40M,Free,0,Everyone,Medical,"May 31, 2018",5.0.0,4.0 and up
DATING,4.0,28671,Varies with device,Free,0,Mature 17+,Dating,"August 1, 2018",Varies with device,Varies with device
MAPS_AND_NAVIGATION,4.5,53562,60M,Free,0,Everyone,Maps & Navigation,"May 4, 2018",2.10.06,5.0 and up
LIFESTYLE,4.4,13213,22M,Free,0,Everyone,Lifestyle,"March 28, 2018",5.800.04,4.0.3 and up
HOUSE_AND_HOME,,174,8.7M,Free,0,Everyone,House & Home,"July 26, 2018",1.1,2.3 and up
LIFESTYLE,4.0,576,7.4M,Free,0,Everyone,Lifestyle,"June 7, 2018",1.0.2,4.0 and up
COMMUNICATION,4.1,1035,20M,Free,0,Everyone,Communication,"August 7, 2018",3.20.001,4.1 and up
PERSONALIZATION,4.4,6271,5.7M,Free,0,Everyone,Personalization,"February 24, 2016",1.0.0,4.0 and up
SOCIAL,3.6,40,1.5M,Free,0,Everyone,Social,"February 17, 2017",4.4,4.2 and up
TOOLS,4.3,576454,6.1M,Free,0,Everyone,Tools,"February 5, 2018",2.0.9,4.0.3 and up
HEALTH_AND_FITNESS,4.7,11689,20M,Free,0,Everyone,Health & Fitness,"July 27, 2018",1.29.15,4.4 and up
VIDEO_PLAYERS,4.1,40,3.9M,Free,0,Everyone,Video Players & Editors,"July 13, 2017",1.0.0,5.0 and up
EVENTS,5.0,3,30M,Free,0,Everyone,Events,"July 2, 2018",5.30.01,5.1 and up
FAMILY,4.2,721646,99M,Free,0,Teen,Simulation,"August 2, 2018",2.7,4.1 and up
FAMILY,3.9,1455,1.1M,Free,0,Everyone,Entertainment,"October 11, 2017",1.0,2.3 and up
FINANCE,4.2,21996,14M,Free,0,Everyone,Finance,"July 19, 2018",1.17.2,4.0.3 and up
FOOD_AND_DRINK,4.2,68270,66M,Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up
SPORTS,5.0,7,68M,Free,0,Everyone,Sports,"July 23, 2018",1.6.0,4.0.3 and up
GAME,4.3,5785,93M,Free,0,Teen,Racing,"April 12, 2017",1.2,2.3 and up
FOOD_AND_DRINK,4.3,511420,Varies with device,Free,0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device
PERSONALIZATION,4.8,201,68M,Paid,$1.49,Everyone,Personalization,"August 4, 2018",1.2.7,4.0.3 and up
FAMILY,5.0,8,7.4M,Free,0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up
SOCIAL,,0,10M,Free,0,Everyone,Social,"September 24, 2015",1.0,4.0 and up
GAME,4.5,5476569,53M,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
PERSONALIZATION,4.4,7,9.8M,Free,0,Everyone,Personalization,"August 28, 2017",1.0,4.0 and up
ENTERTAINMENT,4.3,1633682,57M,Free,0,Everyone,Entertainment,"July 3, 2018",3.5.2.2,4.1 and up
PRODUCTIVITY,3.2,6752,3.3M,Free,0,Everyone,Productivity,"March 21, 2018",3.5.2,4.0.3 and up
COMMUNICATION,4.2,5387446,Varies with device,Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
ENTERTAINMENT,4.3,256664,77M,Free,0,Everyone,Entertainment,"May 4, 2018",4.1.7,4.0.3 and up
SHOPPING,4.8,14,2.7M,Paid,$2.49,Everyone,Shopping,"May 16, 2018",2.10,4.1 and up
BUSINESS,4.5,80,16M,Free,0,Everyone,Business,"December 23, 2016",2.54.3,2.2 and up
FAMILY,4.1,135,4.9M,Paid,$4.84,Everyone,Education,"February 21, 2014",2.03,3.0 and up
HEALTH_AND_FITNESS,4.3,12,613k,Free,0,Everyone,Health & Fitness,"February 20, 2016",1.0.0,5.0 and up
GAME,4.5,1914,24M,Free,0,Everyone,Trivia,"June 29, 2018",3.6.7z,4.0.3 and up
GAME,4.4,19816,57M,Free,0,Everyone,Racing,"November 3, 2017",1.8.1,4.4 and up
EDUCATION,4.4,54798,11M,Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up
TOOLS,4.6,2176,953k,Free,0,Everyone,Tools,"August 1, 2018",1.5.1-GP,4.1 and up
BUSINESS,,30,93M,Free,0,Everyone 10+,Business,"July 16, 2018",3.0.By.EliteMu,2.3 and up
COMMUNICATION,4.0,474,3.0M,Free,0,Everyone,Communication,"August 5, 2016",0.0.5,4.0 and up
MAPS_AND_NAVIGATION,4.3,32225,3.2M,Free,0,Everyone,Maps & Navigation,"July 26, 2018",2.0.0,4.2 and up
FAMILY,4.4,16,45M,Free,0,Everyone,Simulation;Education,"July 29, 2018",1.1.1,4.0 and up
PERSONALIZATION,4.2,33074,3.3M,Free,0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up
BOOKS_AND_REFERENCE,3.9,1778,4.9M,Free,0,Mature 17+,Books & Reference,"October 16, 2014",1.0.3,2.1 and up
FAMILY,4.5,2376564,Varies with device,Paid,$6.99,Everyone 10+,Arcade;Action & Adventure,"July 24, 2018",1.5.2.1,Varies with device
PHOTOGRAPHY,4.0,125616,Varies with device,Free,0,Everyone,Photography,"March 10, 2017",Varies with device,2.3.3 and up
FAMILY,3.0,119,3.9M,Free,0,Everyone,Entertainment,"December 22, 2017",1.0,4.0 and up
NEWS_AND_MAGAZINES,4.3,93708,Varies with device,Free,0,Everyone,News & Magazines,"July 9, 2018",Varies with device,Varies with device
SPORTS,,3,5.3M,Free,0,Everyone,Sports,"July 13, 2017",1.1,4.0.3 and up
GAME,3.7,11,4.8M,Free,0,Everyone,Card,"May 21, 2018",6.2-begina,4.0 and up
BUSINESS,4.1,489,20M,Free,0,Everyone,Business,"June 27, 2018",14.0,4.0.3 and up
GAME,4.3,2045554,28M,Free,0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up
SPORTS,4.7,5229,20M,Free,0,Everyone,Sports,"May 17, 2018",2.1.0.0.15734,4.1 and up
FINANCE,4.6,111254,7.4M,Free,0,Everyone,Finance,"July 3, 2018",1.8.9,4.0 and up
FAMILY,4.5,10216997,Varies with device,Free,0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device
MEDICAL,,0,30M,Free,0,Everyone,Medical,"July 17, 2018",1,4.0.3 and up
FAMILY,4.3,56444,43M,Paid,$4.99,Everyone,Sports;Action & Adventure,"February 8, 2017",04.00.40,2.3 and up
FAMILY,,2,1.9M,Free,0,Teen,Strategy,"September 13, 2016",1.0.0,4.0.3 and up
PHOTOGRAPHY,4.9,7,2.2M,Free,0,Everyone,Photography,"July 11, 2015",1.2.0,3.0 and up
FINANCE,3.9,460,6.1M,Free,0,Everyone,Finance,"July 16, 2018",1.6,4.0 and up
HEALTH_AND_FITNESS,,0,8.8M,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
FAMILY,3.6,17,15M,Free,0,Teen,Education,"September 15, 2015",1.0.05,4.0 and up
BUSINESS,4.7,4162,7.5M,Free,0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up
EDUCATION,4.3,423,21M,Free,0,Everyone,Education,"April 3, 2018",6.0,4.0.3 and up
GAME,4.2,152,16M,Free,0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up
NEWS_AND_MAGAZINES,4.6,2090,4.6M,Free,0,Everyone,News & Magazines,"August 5, 2018",1.9.0,4.1 and up
MEDICAL,4.7,4318,12M,Free,0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up
DATING,4.4,28,3.4M,Free,0,Everyone,Dating,"July 16, 2018",2.5,4.0.3 and up
LIBRARIES_AND_DEMO,4.3,434,16M,Free,0,Everyone,Libraries & Demo,"June 6, 2018",6.0.0,2.3 and up
GAME,4.5,1128805,59M,Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up
MEDICAL,4.5,171,20M,Paid,$10.00,Everyone 10+,Medical,"September 21, 2017",1.8.3,4.1 and up
TOOLS,,0,17M,Free,0,Everyone,Tools,"August 2, 2018",1.0.1,4.1 and up
TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,Free,0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device
COMICS,4.5,144,4.7M,Free,0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 and up
LIFESTYLE,3.8,6,3.4M,Free,0,Everyone,Lifestyle,"March 1, 2016",1.0.2,4.0.3 and up
SHOPPING,3.3,9189,98M,Free,0,Teen,Shopping,"August 1, 2018",7.0.14,4.0 and up
FAMILY,4.7,38,5.3M,Free,0,Everyone,Education,"July 5, 2018",5.45.0_713,4.0 and up
PHOTOGRAPHY,4.3,1517369,Varies with device,Free,0,Everyone,Photography,"March 6, 2018",Varies with device,Varies with device
TOOLS,3.7,338449,2.8M,Free,0,Everyone,Tools,"June 19, 2018",8.6,2.3.3 and up
FAMILY,4.5,4251,13M,Free,0,Everyone,Education,"April 27, 2018",23.0,4.0.3 and up
GAME,4.1,389,Varies with device,Free,0,Teen,Board,"July 3, 2018",1.16.32,Varies with device
MAPS_AND_NAVIGATION,4.3,63920,29M,Free,0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up
FAMILY,3.0,2,9.4M,Free,0,Everyone,Education;Education,"October 12, 2017",1.2.2,4.3 and up
SPORTS,3.5,50179,23M,Free,0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up
PRODUCTIVITY,,2,22M,Free,0,Everyone,Productivity,"May 4, 2018",1.4.0,4.3 and up
GAME,4.5,592282,Varies with device,Free,0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up
FINANCE,4.2,112656,93M,Free,0,Everyone,Finance,"July 19, 2018",3.9.0,4.1 and up
PRODUCTIVITY,4.1,349151,Varies with device,Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device
GAME,4.5,946926,57M,Free,0,Everyone,Simulation,"March 5, 2018",2.10.2,4.0.3 and up
FAMILY,2.2,54,4.3M,Free,0,Everyone,Entertainment,"April 30, 2018",1.0,3.2 and up
FINANCE,4.6,260547,Varies with device,Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
NEWS_AND_MAGAZINES,2.9,61,4.1M,Free,0,Everyone,News & Magazines,"February 1, 2017",2.0.0,4.1 and up
FAMILY,4.3,95,28M,Free,0,Teen,Educational,"February 24, 2018",1.0,4.1 and up
GAME,4.5,27725352,76M,Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up
COMMUNICATION,4.4,2473693,Varies with device,Free,0,Everyone,Communication,"July 31, 2018",47.1.2249.129326,Varies with device
SPORTS,4.4,783025,Varies with device,Free,0,Everyone,Sports,"June 7, 2018",1.7.2,4.2 and up
FAMILY,3.7,40678,15M,Free,0,Everyone,Casual,"May 22, 2017",2.1.3,4.0 and up
LIFESTYLE,3.5,155,12M,Free,0,Everyone,Lifestyle,"October 13, 2017",3.1,4.1 and up
GAME,4.0,271214,Varies with device,Free,0,Teen,Arcade,"July 25, 2018",Varies with device,Varies with device
FAMILY,2.4,407,306k,Free,0,Mature 17+,Entertainment,"April 11, 2017",1.0,2.2 and up
COMMUNICATION,4.1,141,9.9M,Free,0,Everyone,Communication,"December 19, 2017",2.0,4.0 and up
LIFESTYLE,4.0,47,4.5M,Free,0,Everyone,Lifestyle,"August 2, 2017",2.0,3.2 and up
MEDICAL,4.6,87,2.8M,Paid,$5.99,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
PRODUCTIVITY,4.4,574719,20M,Free,0,Everyone,Productivity,"July 16, 2018",5.0.0.1442,4.1 and up
BOOKS_AND_REFERENCE,4.1,85842,37M,Free,0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up
SOCIAL,4.1,309872,85M,Free,0,Teen,Social,"August 3, 2018",14.0.13,4.1 and up
FAMILY,2.7,5706,47M,Free,0,Everyone,Entertainment,"July 13, 2017",1.7,4.4 and up
GAME,4.8,133180,54M,Free,0,Everyone 10+,Arcade,"January 12, 2018",1.1.1,4.4 and up
SPORTS,4.5,152780,Varies with device,Free,0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device
SHOPPING,4.2,609186,30M,Free,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
GAME,4.6,338742,48M,Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
FAMILY,4.8,13,6.0M,Free,0,Everyone,Entertainment,"August 2, 2018",1.0.4,4.1 and up
MEDICAL,4.5,63,25M,Paid,$9.99,Everyone,Medical,"October 3, 2016",2.1.1,2.2 and up
GAME,4.2,2180,55M,Free,0,Everyone 10+,Action,"January 26, 2018",1.1.0,4.2 and up
BOOKS_AND_REFERENCE,,0,8.4M,Free,0,Everyone,Books & Reference,"December 22, 2016",1.1.2,4.1 and up
MEDICAL,4.6,73118,37M,Free,0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up
TOOLS,1.9,8,6.7M,Free,0,Everyone,Tools,"April 18, 2018",1.1.1,4.0.3 and up
NEWS_AND_MAGAZINES,4.4,30722,Varies with device,Free,0,Teen,News & Magazines,"August 2, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,4.4,465,6.4M,Free,0,Everyone,Health & Fitness,"June 7, 2018",1.08,4.0.3 and up
MAPS_AND_NAVIGATION,4.7,4501,26M,Free,0,Teen,Maps & Navigation,"July 25, 2018",3.5.1,4.0.3 and up
VIDEO_PLAYERS,3.6,12764,25M,Free,0,Teen,Video Players & Editors,"July 11, 2018",7.1,4.0 and up
COMMUNICATION,4.3,335646,8.3M,Free,0,Everyone,Communication,"July 26, 2018",7.21,2.3 and up
FAMILY,4.3,1018,35M,Free,0,Everyone,Education;Education,"June 28, 2017",4.6.2,4.0.3 and up
FAMILY,4.9,37,10M,Free,0,Everyone,Education,"July 28, 2018",1.0.32.1,4.1 and up
GAME,4.0,42182,3.4M,Free,0,Everyone,Arcade,"January 6, 2018",1.11,4.1 and up
HOUSE_AND_HOME,3.6,4087,9.2M,Free,0,Everyone,House & Home,"July 16, 2018",4.3.0,4.1 and up
HEALTH_AND_FITNESS,3.9,357417,Varies with device,Free,0,Everyone,Health & Fitness,"July 26, 2018",Varies with device,Varies with device
FINANCE,4.1,138371,Varies with device,Free,0,Everyone,Finance,"August 2, 2018",Varies with device,4.0.3 and up
COMMUNICATION,,0,Varies with device,Free,0,Everyone,Communication,"August 15, 2017",Varies with device,Varies with device
COMMUNICATION,,0,11M,Free,0,Teen,Communication,"December 20, 2017",1.3,4.0.3 and up
HEALTH_AND_FITNESS,4.4,2107,Varies with device,Paid,$2.99,Everyone,Health & Fitness,"December 22, 2015",Varies with device,Varies with device
FAMILY,4.3,169609,34M,Free,0,Everyone,Arcade;Action & Adventure,"June 13, 2018",3.6.1,4.1 and up
PRODUCTIVITY,4.2,6,43M,Free,0,Everyone,Productivity,"July 27, 2018",8.1.10.41,4.4 and up
FAMILY,3.9,53,7.9M,Free,0,Everyone,Entertainment,"September 20, 2017",2.1.2,4.0.3 and up
GAME,4.0,7718,46M,Free,0,Everyone,Action,"August 2, 2018",1.0-a22936.127,5.0 and up
WEATHER,4.5,3005,26M,Paid,$2.99,Everyone,Weather,"August 4, 2018",7.1.4,4.0.3 and up
NEWS_AND_MAGAZINES,,0,Varies with device,Free,0,Everyone,News & Magazines,"May 4, 2017",Varies with device,Varies with device
GAME,4.3,85882,23M,Free,0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up
LIFESTYLE,4.4,726074,45M,Free,0,Everyone,Lifestyle,"August 2, 2018",16.7.1,4.4 and up
GAME,4.0,254518,100M,Free,0,Mature 17+,Action,"July 9, 2018",2.0,4.0 and up
EDUCATION,4.3,16195,5.2M,Free,0,Everyone,Education,"September 20, 2016",8.5.2,4.0 and up
DATING,4.2,1545,Varies with device,Paid,$3.99,Mature 17+,Dating,"June 19, 2018",2.6.139,4.1 and up
BOOKS_AND_REFERENCE,5.0,23,Varies with device,Free,0,Everyone,Books & Reference,"March 20, 2016",0.0.1,4.0 and up
TOOLS,4.1,278,2.8M,Free,0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up
FAMILY,3.0,2,82M,Paid,$2.99,Everyone,Educational;Creativity,"June 25, 2018",1.5.0,4.1 and up
FAMILY,4.4,6738,56M,Free,0,Everyone,Simulation,"June 8, 2018",1.2.6,4.1 and up
PRODUCTIVITY,,3,2.3M,Paid,$2.60,Everyone,Productivity,"May 19, 2014",1.0,1.5 and up
FAMILY,4.1,17,2.2M,Free,0,Everyone,Education,"September 24, 2017",1.22,4.0.3 and up
TOOLS,3.9,19758,2.9M,Free,0,Everyone,Tools,"January 14, 2018",2.7,4.0 and up
PARENTING,4.0,3346,37M,Free,0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up
GAME,3.9,1987,62M,Free,0,Mature 17+,Action,"December 13, 2017",1.8,4.0.3 and up
FAMILY,4.4,764967,69M,Free,0,Everyone,Puzzle,"July 5, 2018",2.3.4,4.1 and up
FAMILY,4.4,148536,59M,Free,0,Everyone,Education;Education,"August 3, 2018",4.21.1,4.1 and up
ART_AND_DESIGN,,61,7.0M,Free,0,Everyone,Art & Design;Action & Adventure,"March 7, 2018",1.0.0,4.1 and up
BEAUTY,4.5,26834,57M,Free,0,Everyone,Beauty,"July 24, 2018",18.5,5.0 and up
PERSONALIZATION,4.1,585,4.4M,Free,0,Everyone,Personalization,"June 20, 2018",1.3,4.1 and up
FAMILY,3.8,87734,32M,Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up
MEDICAL,3.8,122,Varies with device,Free,0,Everyone,Medical,"August 3, 2018",Varies with device,Varies with device
GAME,4.4,889425,45M,Free,0,Teen,Action,"July 26, 2015",1.1,2.3 and up
VIDEO_PLAYERS,4.5,83,4.5M,Free,0,Everyone,Video Players & Editors,"May 16, 2018",4.6,4.1 and up
FAMILY,4.0,10773,10M,Free,0,Everyone,Education,"November 29, 2017",8.02,4.1 and up
COMMUNICATION,4.3,76498,4.3M,Free,0,Teen,Communication,"June 20, 2018",6.3.2,Varies with device
PRODUCTIVITY,3.6,26,1.2M,Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
HEALTH_AND_FITNESS,2.4,577,3.7M,Free,0,Everyone,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up
FOOD_AND_DRINK,4.5,455377,35M,Free,0,Everyone,Food & Drink,"August 1, 2018",4.11.1,4.4 and up
PHOTOGRAPHY,4.7,1320,9.5M,Free,0,Everyone,Photography,"June 27, 2018",2.1.9,4.1 and up
BUSINESS,2.9,97,9.9M,Free,0,Everyone,Business,"June 13, 2018",4.5.9,4.0.3 and up
GAME,3.5,3048,24M,Free,0,Teen,Action,"March 6, 2017",1.1,2.3 and up
SHOPPING,5.0,4,1.6M,Free,0,Everyone,Shopping,"May 16, 2016",1.3,4.0 and up
PERSONALIZATION,4.0,649,11M,Free,0,Everyone,Personalization,"March 30, 2017",1.0,2.3.3 and up
BUSINESS,4.2,715,7.1M,Free,0,Everyone,Business,"August 1, 2018",1.8,4.0.3 and up
FOOD_AND_DRINK,4.5,131569,8.2M,Free,0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up
BUSINESS,4.6,48,7.4M,Free,0,Everyone,Business,"August 21, 2017",1.5,4.0 and up
PERSONALIZATION,4.7,1873,14M,Free,0,Everyone,Personalization,"November 7, 2016",Varies with device,Varies with device
FAMILY,2.8,4635,3.9M,Free,0,Everyone,Entertainment,"January 1, 2018",1.7,4.0 and up
SPORTS,4.5,2371338,37M,Free,0,Teen,Sports,"July 24, 2017",1.9.3097721,2.3.3 and up
MEDICAL,4.2,1747,5.9M,Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
COMMUNICATION,4.2,781810,Varies with device,Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
FAMILY,4.8,12400,Varies with device,Paid,$4.99,Everyone,Puzzle,"June 14, 2018",1.0.4,4.1 and up
MEDICAL,5.0,1,22M,Free,0,Everyone,Medical,"August 3, 2018",1.2,4.2 and up
TRAVEL_AND_LOCAL,2.2,83,6.7M,Free,0,Everyone,Travel & Local,"July 5, 2018",1.0.17.3905,4.4 and up
LIBRARIES_AND_DEMO,4.1,66,728k,Free,0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
SPORTS,4.1,4374,53M,Free,0,Everyone,Sports,"September 14, 2017",1.0.10,4.1 and up
MEDICAL,4.2,22,15M,Free,0,Everyone,Medical,"May 30, 2018",Varies with device,Varies with device
FAMILY,4.1,29319,26M,Free,0,Everyone,Casual;Action & Adventure,"May 18, 2018",2.4,4.4 and up
TOOLS,3.8,5431,1.3M,Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up
FINANCE,5.0,2,2.7M,Free,0,Everyone,Finance,"February 19, 2016",1.8,4.0 and up
PERSONALIZATION,4.2,115773,Varies with device,Free,0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up
BOOKS_AND_REFERENCE,3.8,38,7.2M,Free,0,Everyone,Books & Reference,"June 18, 2018",4.0,4.4 and up
FAMILY,,4,569k,Free,0,Everyone,Entertainment,"January 10, 2018",1.4,2.3 and up
FAMILY,4.7,394842,75M,Free,0,Everyone,Casual;Pretend Play,"August 4, 2018",1.50,4.1 and up
ENTERTAINMENT,4.5,653008,16M,Free,0,Everyone,Entertainment,"June 20, 2018",9.1.4,4.4 and up
